UserID,Timestamp,URLVisitada,TempoSessao
581,2023-01-01 02:58:54,pagina_4,290
698,2023-01-01 02:58:55,pagina_5,201
782,2023-01-01 02:58:56,pagina_6,246
625,2023-01-01 02:58:57,pagina_7,146
528,2023-01-01 02:58:58,pagina_8,22
330,2023-01-01 02:58:59,pagina_9,147
515,2023-01-01 02:59:00,pagina_0,126
215,2023-01-01 02:59:01,pagina_1,104
977,2023-01-01 02:59:02,pagina_2,144
538,2023-01-01 02:59:03,pagina_3,78
805,2023-01-01 02:59:04,pagina_4,21
613,2023-01-01 02:59:05,pagina_5,239
855,2023-01-01 02:59:06,pagina_6,228
781,2023-01-01 02:59:07,pagina_7,75
600,2023-01-01 02:59:08,pagina_8,205
418,2023-01-01 02:59:09,pagina_9,32
135,2023-01-01 02:59:10,pagina_0,247
588,2023-01-01 02:59:11,pagina_1,35
959,2023-01-01 02:59:12,pagina_2,101
760,2023-01-01 02:59:13,pagina_3,263
673,2023-01-01 02:59:14,pagina_4,82
774,2023-01-01 02:59:15,pagina_5,156
337,2023-01-01 02:59:16,pagina_6,119
676,2023-01-01 02:59:17,pagina_7,119
203,2023-01-01 02:59:18,pagina_8,42
729,2023-01-01 02:59:19,pagina_9,246
672,2023-01-01 02:59:20,pagina_0,255
247,2023-01-01 02:59:21,pagina_1,62
183,2023-01-01 02:59:22,pagina_2,71
115,2023-01-01 02:59:23,pagina_3,27
317,2023-01-01 02:59:24,pagina_4,16
434,2023-01-01 02:59:25,pagina_5,83
994,2023-01-01 02:59:26,pagina_6,72
872,2023-01-01 02:59:27,pagina_7,271
325,2023-01-01 02:59:28,pagina_8,277
361,2023-01-01 02:59:29,pagina_9,49
958,2023-01-01 02:59:30,pagina_0,99
763,2023-01-01 02:59:31,pagina_1,71
523,2023-01-01 02:59:32,pagina_2,166
886,2023-01-01 02:59:33,pagina_3,203
203,2023-01-01 02:59:34,pagina_4,11
277,2023-01-01 02:59:35,pagina_5,202
109,2023-01-01 02:59:36,pagina_6,273
434,2023-01-01 02:59:37,pagina_7,21
920,2023-01-01 02:59:38,pagina_8,149
694,2023-01-01 02:59:39,pagina_9,236
213,2023-01-01 02:59:40,pagina_0,39
895,2023-01-01 02:59:41,pagina_1,197
228,2023-01-01 02:59:42,pagina_2,228
510,2023-01-01 02:59:43,pagina_3,274
851,2023-01-01 02:59:44,pagina_4,195
696,2023-01-01 02:59:45,pagina_5,172
505,2023-01-01 02:59:46,pagina_6,180
161,2023-01-01 02:59:47,pagina_7,112
615,2023-01-01 02:59:48,pagina_8,259
441,2023-01-01 02:59:49,pagina_9,230
185,2023-01-01 02:59:50,pagina_0,167
700,2023-01-01 02:59:51,pagina_1,161
884,2023-01-01 02:59:52,pagina_2,258
914,2023-01-01 02:59:53,pagina_3,245
52,2023-01-01 02:59:54,pagina_4,144
609,2023-01-01 02:59:55,pagina_5,56
443,2023-01-01 02:59:56,pagina_6,76
41,2023-01-01 02:59:57,pagina_7,156
348,2023-01-01 02:59:58,pagina_8,95
251,2023-01-01 02:59:59,pagina_9,287
695,2023-01-01 03:00:00,pagina_0,265
14,2023-01-01 03:00:01,pagina_1,40
297,2023-01-01 03:00:02,pagina_2,206
649,2023-01-01 03:00:03,pagina_3,131
231,2023-01-01 03:00:04,pagina_4,225
424,2023-01-01 03:00:05,pagina_5,211
113,2023-01-01 03:00:06,pagina_6,179
29,2023-01-01 03:00:07,pagina_7,178
356,2023-01-01 03:00:08,pagina_8,53
453,2023-01-01 03:00:09,pagina_9,144
632,2023-01-01 03:00:10,pagina_0,101
404,2023-01-01 03:00:11,pagina_1,199
631,2023-01-01 03:00:12,pagina_2,90
40,2023-01-01 03:00:13,pagina_3,236
613,2023-01-01 03:00:14,pagina_4,31
309,2023-01-01 03:00:15,pagina_5,89
329,2023-01-01 03:00:16,pagina_6,218
674,2023-01-01 03:00:17,pagina_7,106
564,2023-01-01 03:00:18,pagina_8,103
399,2023-01-01 03:00:19,pagina_9,181
468,2023-01-01 03:00:20,pagina_0,77
698,2023-01-01 03:00:21,pagina_1,124
483,2023-01-01 03:00:22,pagina_2,166
948,2023-01-01 03:00:23,pagina_3,226
559,2023-01-01 03:00:24,pagina_4,226
864,2023-01-01 03:00:25,pagina_5,212
751,2023-01-01 03:00:26,pagina_6,164
11,2023-01-01 03:00:27,pagina_7,278
444,2023-01-01 03:00:28,pagina_8,125
667,2023-01-01 03:00:29,pagina_9,234
83,2023-01-01 03:00:30,pagina_0,250
558,2023-01-01 03:00:31,pagina_1,85
268,2023-01-01 03:00:32,pagina_2,124
849,2023-01-01 03:00:33,pagina_3,232
105,2023-01-01 03:00:34,pagina_4,205
732,2023-01-01 03:00:35,pagina_5,142
219,2023-01-01 03:00:36,pagina_6,78
780,2023-01-01 03:00:37,pagina_7,186
780,2023-01-01 03:00:38,pagina_8,239
728,2023-01-01 03:00:39,pagina_9,229
780,2023-01-01 03:00:40,pagina_0,240
518,2023-01-01 03:00:41,pagina_1,125
901,2023-01-01 03:00:42,pagina_2,228
709,2023-01-01 03:00:43,pagina_3,230
419,2023-01-01 03:00:44,pagina_4,31
768,2023-01-01 03:00:45,pagina_5,104
172,2023-01-01 03:00:46,pagina_6,94
437,2023-01-01 03:00:47,pagina_7,111
583,2023-01-01 03:00:48,pagina_8,288
244,2023-01-01 03:00:49,pagina_9,76
217,2023-01-01 03:00:50,pagina_0,189
715,2023-01-01 03:00:51,pagina_1,140
422,2023-01-01 03:00:52,pagina_2,170
411,2023-01-01 03:00:53,pagina_3,134
925,2023-01-01 03:00:54,pagina_4,201
587,2023-01-01 03:00:55,pagina_5,36
978,2023-01-01 03:00:56,pagina_6,48
156,2023-01-01 03:00:57,pagina_7,212
968,2023-01-01 03:00:58,pagina_8,242
489,2023-01-01 03:00:59,pagina_9,148
748,2023-01-01 03:01:00,pagina_0,12
31,2023-01-01 03:01:01,pagina_1,275
599,2023-01-01 03:01:02,pagina_2,186
527,2023-01-01 03:01:03,pagina_3,230
40,2023-01-01 03:01:04,pagina_4,258
836,2023-01-01 03:01:05,pagina_5,14
170,2023-01-01 03:01:06,pagina_6,261
876,2023-01-01 03:01:07,pagina_7,48
470,2023-01-01 03:01:08,pagina_8,233
541,2023-01-01 03:01:09,pagina_9,198
350,2023-01-01 03:01:10,pagina_0,89
273,2023-01-01 03:01:11,pagina_1,16
608,2023-01-01 03:01:12,pagina_2,89
590,2023-01-01 03:01:13,pagina_3,44
958,2023-01-01 03:01:14,pagina_4,299
380,2023-01-01 03:01:15,pagina_5,212
4,2023-01-01 03:01:16,pagina_6,270
578,2023-01-01 03:01:17,pagina_7,218
657,2023-01-01 03:01:18,pagina_8,124
32,2023-01-01 03:01:19,pagina_9,209
581,2023-01-01 03:01:20,pagina_0,91
214,2023-01-01 03:01:21,pagina_1,137
321,2023-01-01 03:01:22,pagina_2,212
540,2023-01-01 03:01:23,pagina_3,33
430,2023-01-01 03:01:24,pagina_4,252
276,2023-01-01 03:01:25,pagina_5,147
105,2023-01-01 03:01:26,pagina_6,140
93,2023-01-01 03:01:27,pagina_7,94
238,2023-01-01 03:01:28,pagina_8,139
955,2023-01-01 03:01:29,pagina_9,223
897,2023-01-01 03:01:30,pagina_0,135
501,2023-01-01 03:01:31,pagina_1,127
459,2023-01-01 03:01:32,pagina_2,99
213,2023-01-01 03:01:33,pagina_3,65
4,2023-01-01 03:01:34,pagina_4,15
375,2023-01-01 03:01:35,pagina_5,149
754,2023-01-01 03:01:36,pagina_6,231
84,2023-01-01 03:01:37,pagina_7,150
39,2023-01-01 03:01:38,pagina_8,64
174,2023-01-01 03:01:39,pagina_9,274
884,2023-01-01 03:01:40,pagina_0,204
815,2023-01-01 03:01:41,pagina_1,34
787,2023-01-01 03:01:42,pagina_2,13
655,2023-01-01 03:01:43,pagina_3,262
192,2023-01-01 03:01:44,pagina_4,180
388,2023-01-01 03:01:45,pagina_5,160
425,2023-01-01 03:01:46,pagina_6,267
536,2023-01-01 03:01:47,pagina_7,266
278,2023-01-01 03:01:48,pagina_8,268
448,2023-01-01 03:01:49,pagina_9,44
616,2023-01-01 03:01:50,pagina_0,132
275,2023-01-01 03:01:51,pagina_1,125
944,2023-01-01 03:01:52,pagina_2,120
38,2023-01-01 03:01:53,pagina_3,114
771,2023-01-01 03:01:54,pagina_4,174
778,2023-01-01 03:01:55,pagina_5,73
110,2023-01-01 03:01:56,pagina_6,295
369,2023-01-01 03:01:57,pagina_7,95
611,2023-01-01 03:01:58,pagina_8,48
47,2023-01-01 03:01:59,pagina_9,60
158,2023-01-01 03:02:00,pagina_0,250
486,2023-01-01 03:02:01,pagina_1,175
995,2023-01-01 03:02:02,pagina_2,227
762,2023-01-01 03:02:03,pagina_3,222
684,2023-01-01 03:02:04,pagina_4,60
662,2023-01-01 03:02:05,pagina_5,221
694,2023-01-01 03:02:06,pagina_6,158
208,2023-01-01 03:02:07,pagina_7,155
116,2023-01-01 03:02:08,pagina_8,255
977,2023-01-01 03:02:09,pagina_9,145
418,2023-01-01 03:02:10,pagina_0,188
818,2023-01-01 03:02:11,pagina_1,263
689,2023-01-01 03:02:12,pagina_2,212
416,2023-01-01 03:02:13,pagina_3,57
269,2023-01-01 03:02:14,pagina_4,78
921,2023-01-01 03:02:15,pagina_5,140
169,2023-01-01 03:02:16,pagina_6,21
254,2023-01-01 03:02:17,pagina_7,164
848,2023-01-01 03:02:18,pagina_8,74
918,2023-01-01 03:02:19,pagina_9,183
326,2023-01-01 03:02:20,pagina_0,84
747,2023-01-01 03:02:21,pagina_1,138
67,2023-01-01 03:02:22,pagina_2,288
334,2023-01-01 03:02:23,pagina_3,272
891,2023-01-01 03:02:24,pagina_4,134
535,2023-01-01 03:02:25,pagina_5,146
487,2023-01-01 03:02:26,pagina_6,96
857,2023-01-01 03:02:27,pagina_7,213
359,2023-01-01 03:02:28,pagina_8,296
169,2023-01-01 03:02:29,pagina_9,273
352,2023-01-01 03:02:30,pagina_0,27
20,2023-01-01 03:02:31,pagina_1,173
886,2023-01-01 03:02:32,pagina_2,29
998,2023-01-01 03:02:33,pagina_3,220
591,2023-01-01 03:02:34,pagina_4,127
704,2023-01-01 03:02:35,pagina_5,158
237,2023-01-01 03:02:36,pagina_6,98
17,2023-01-01 03:02:37,pagina_7,233
229,2023-01-01 03:02:38,pagina_8,65
221,2023-01-01 03:02:39,pagina_9,267
30,2023-01-01 03:02:40,pagina_0,85
842,2023-01-01 03:02:41,pagina_1,260
202,2023-01-01 03:02:42,pagina_2,81
330,2023-01-01 03:02:43,pagina_3,245
23,2023-01-01 03:02:44,pagina_4,71
94,2023-01-01 03:02:45,pagina_5,43
48,2023-01-01 03:02:46,pagina_6,251
529,2023-01-01 03:02:47,pagina_7,191
339,2023-01-01 03:02:48,pagina_8,133
67,2023-01-01 03:02:49,pagina_9,281
819,2023-01-01 03:02:50,pagina_0,29
442,2023-01-01 03:02:51,pagina_1,104
954,2023-01-01 03:02:52,pagina_2,205
86,2023-01-01 03:02:53,pagina_3,14
127,2023-01-01 03:02:54,pagina_4,214
136,2023-01-01 03:02:55,pagina_5,105
290,2023-01-01 03:02:56,pagina_6,112
960,2023-01-01 03:02:57,pagina_7,140
148,2023-01-01 03:02:58,pagina_8,258
401,2023-01-01 03:02:59,pagina_9,24
840,2023-01-01 03:03:00,pagina_0,241
643,2023-01-01 03:03:01,pagina_1,286
61,2023-01-01 03:03:02,pagina_2,121
821,2023-01-01 03:03:03,pagina_3,20
741,2023-01-01 03:03:04,pagina_4,254
147,2023-01-01 03:03:05,pagina_5,121
547,2023-01-01 03:03:06,pagina_6,138
272,2023-01-01 03:03:07,pagina_7,115
725,2023-01-01 03:03:08,pagina_8,171
645,2023-01-01 03:03:09,pagina_9,146
409,2023-01-01 03:03:10,pagina_0,85
173,2023-01-01 03:03:11,pagina_1,236
996,2023-01-01 03:03:12,pagina_2,49
907,2023-01-01 03:03:13,pagina_3,178
283,2023-01-01 03:03:14,pagina_4,34
874,2023-01-01 03:03:15,pagina_5,103
617,2023-01-01 03:03:16,pagina_6,258
263,2023-01-01 03:03:17,pagina_7,115
551,2023-01-01 03:03:18,pagina_8,181
835,2023-01-01 03:03:19,pagina_9,49
526,2023-01-01 03:03:20,pagina_0,71
93,2023-01-01 03:03:21,pagina_1,59
428,2023-01-01 03:03:22,pagina_2,15
792,2023-01-01 03:03:23,pagina_3,37
933,2023-01-01 03:03:24,pagina_4,164
257,2023-01-01 03:03:25,pagina_5,55
873,2023-01-01 03:03:26,pagina_6,267
581,2023-01-01 03:03:27,pagina_7,205
829,2023-01-01 03:03:28,pagina_8,149
938,2023-01-01 03:03:29,pagina_9,85
487,2023-01-01 03:03:30,pagina_0,74
211,2023-01-01 03:03:31,pagina_1,200
85,2023-01-01 03:03:32,pagina_2,292
805,2023-01-01 03:03:33,pagina_3,289
918,2023-01-01 03:03:34,pagina_4,168
17,2023-01-01 03:03:35,pagina_5,246
294,2023-01-01 03:03:36,pagina_6,105
203,2023-01-01 03:03:37,pagina_7,11
755,2023-01-01 03:03:38,pagina_8,182
250,2023-01-01 03:03:39,pagina_9,281
626,2023-01-01 03:03:40,pagina_0,206
389,2023-01-01 03:03:41,pagina_1,147
353,2023-01-01 03:03:42,pagina_2,125
384,2023-01-01 03:03:43,pagina_3,39
936,2023-01-01 03:03:44,pagina_4,185
203,2023-01-01 03:03:45,pagina_5,19
19,2023-01-01 03:03:46,pagina_6,194
314,2023-01-01 03:03:47,pagina_7,293
691,2023-01-01 03:03:48,pagina_8,32
188,2023-01-01 03:03:49,pagina_9,185
165,2023-01-01 03:03:50,pagina_0,132
568,2023-01-01 03:03:51,pagina_1,279
443,2023-01-01 03:03:52,pagina_2,137
676,2023-01-01 03:03:53,pagina_3,128
626,2023-01-01 03:03:54,pagina_4,157
461,2023-01-01 03:03:55,pagina_5,253
989,2023-01-01 03:03:56,pagina_6,197
923,2023-01-01 03:03:57,pagina_7,16
37,2023-01-01 03:03:58,pagina_8,58
421,2023-01-01 03:03:59,pagina_9,60
203,2023-01-01 03:04:00,pagina_0,84
57,2023-01-01 03:04:01,pagina_1,224
411,2023-01-01 03:04:02,pagina_2,103
796,2023-01-01 03:04:03,pagina_3,288
629,2023-01-01 03:04:04,pagina_4,184
358,2023-01-01 03:04:05,pagina_5,16
203,2023-01-01 03:04:06,pagina_6,276
264,2023-01-01 03:04:07,pagina_7,248
278,2023-01-01 03:04:08,pagina_8,82
443,2023-01-01 03:04:09,pagina_9,87
435,2023-01-01 03:04:10,pagina_0,157
964,2023-01-01 03:04:11,pagina_1,59
535,2023-01-01 03:04:12,pagina_2,94
783,2023-01-01 03:04:13,pagina_3,272
796,2023-01-01 03:04:14,pagina_4,93
615,2023-01-01 03:04:15,pagina_5,28
43,2023-01-01 03:04:16,pagina_6,212
544,2023-01-01 03:04:17,pagina_7,129
246,2023-01-01 03:04:18,pagina_8,296
103,2023-01-01 03:04:19,pagina_9,278
520,2023-01-01 03:04:20,pagina_0,236
170,2023-01-01 03:04:21,pagina_1,32
281,2023-01-01 03:04:22,pagina_2,39
715,2023-01-01 03:04:23,pagina_3,104
36,2023-01-01 03:04:24,pagina_4,11
224,2023-01-01 03:04:25,pagina_5,209
848,2023-01-01 03:04:26,pagina_6,179
722,2023-01-01 03:04:27,pagina_7,292
646,2023-01-01 03:04:28,pagina_8,202
401,2023-01-01 03:04:29,pagina_9,221
748,2023-01-01 03:04:30,pagina_0,29
633,2023-01-01 03:04:31,pagina_1,173
387,2023-01-01 03:04:32,pagina_2,21
533,2023-01-01 03:04:33,pagina_3,238
540,2023-01-01 03:04:34,pagina_4,98
684,2023-01-01 03:04:35,pagina_5,32
382,2023-01-01 03:04:36,pagina_6,16
594,2023-01-01 03:04:37,pagina_7,74
214,2023-01-01 03:04:38,pagina_8,251
414,2023-01-01 03:04:39,pagina_9,261
89,2023-01-01 03:04:40,pagina_0,141
482,2023-01-01 03:04:41,pagina_1,41
534,2023-01-01 03:04:42,pagina_2,84
12,2023-01-01 03:04:43,pagina_3,141
379,2023-01-01 03:04:44,pagina_4,176
110,2023-01-01 03:04:45,pagina_5,112
911,2023-01-01 03:04:46,pagina_6,260
630,2023-01-01 03:04:47,pagina_7,44
313,2023-01-01 03:04:48,pagina_8,195
861,2023-01-01 03:04:49,pagina_9,246
452,2023-01-01 03:04:50,pagina_0,85
906,2023-01-01 03:04:51,pagina_1,119
977,2023-01-01 03:04:52,pagina_2,152
314,2023-01-01 03:04:53,pagina_3,169
301,2023-01-01 03:04:54,pagina_4,84
908,2023-01-01 03:04:55,pagina_5,234
690,2023-01-01 03:04:56,pagina_6,240
840,2023-01-01 03:04:57,pagina_7,87
456,2023-01-01 03:04:58,pagina_8,295
762,2023-01-01 03:04:59,pagina_9,293
589,2023-01-01 03:05:00,pagina_0,46
45,2023-01-01 03:05:01,pagina_1,42
135,2023-01-01 03:05:02,pagina_2,252
393,2023-01-01 03:05:03,pagina_3,123
553,2023-01-01 03:05:04,pagina_4,120
507,2023-01-01 03:05:05,pagina_5,94
469,2023-01-01 03:05:06,pagina_6,175
366,2023-01-01 03:05:07,pagina_7,35
291,2023-01-01 03:05:08,pagina_8,72
651,2023-01-01 03:05:09,pagina_9,274
87,2023-01-01 03:05:10,pagina_0,90
107,2023-01-01 03:05:11,pagina_1,284
29,2023-01-01 03:05:12,pagina_2,40
787,2023-01-01 03:05:13,pagina_3,281
276,2023-01-01 03:05:14,pagina_4,128
12,2023-01-01 03:05:15,pagina_5,251
654,2023-01-01 03:05:16,pagina_6,125
997,2023-01-01 03:05:17,pagina_7,291
345,2023-01-01 03:05:18,pagina_8,70
957,2023-01-01 03:05:19,pagina_9,176
899,2023-01-01 03:05:20,pagina_0,29
730,2023-01-01 03:05:21,pagina_1,277
881,2023-01-01 03:05:22,pagina_2,76
396,2023-01-01 03:05:23,pagina_3,233
830,2023-01-01 03:05:24,pagina_4,280
311,2023-01-01 03:05:25,pagina_5,283
529,2023-01-01 03:05:26,pagina_6,129
455,2023-01-01 03:05:27,pagina_7,189
164,2023-01-01 03:05:28,pagina_8,263
564,2023-01-01 03:05:29,pagina_9,278
648,2023-01-01 03:05:30,pagina_0,64
507,2023-01-01 03:05:31,pagina_1,295
913,2023-01-01 03:05:32,pagina_2,285
430,2023-01-01 03:05:33,pagina_3,122
812,2023-01-01 03:05:34,pagina_4,178
543,2023-01-01 03:05:35,pagina_5,74
988,2023-01-01 03:05:36,pagina_6,85
225,2023-01-01 03:05:37,pagina_7,50
51,2023-01-01 03:05:38,pagina_8,208
597,2023-01-01 03:05:39,pagina_9,173
905,2023-01-01 03:05:40,pagina_0,163
708,2023-01-01 03:05:41,pagina_1,209
861,2023-01-01 03:05:42,pagina_2,186
212,2023-01-01 03:05:43,pagina_3,31
76,2023-01-01 03:05:44,pagina_4,291
788,2023-01-01 03:05:45,pagina_5,133
549,2023-01-01 03:05:46,pagina_6,71
987,2023-01-01 03:05:47,pagina_7,13
688,2023-01-01 03:05:48,pagina_8,203
410,2023-01-01 03:05:49,pagina_9,178
312,2023-01-01 03:05:50,pagina_0,39
313,2023-01-01 03:05:51,pagina_1,38
555,2023-01-01 03:05:52,pagina_2,155
157,2023-01-01 03:05:53,pagina_3,152
869,2023-01-01 03:05:54,pagina_4,163
11,2023-01-01 03:05:55,pagina_5,68
550,2023-01-01 03:05:56,pagina_6,56
902,2023-01-01 03:05:57,pagina_7,273
314,2023-01-01 03:05:58,pagina_8,241
122,2023-01-01 03:05:59,pagina_9,144
151,2023-01-01 03:06:00,pagina_0,102
914,2023-01-01 03:06:01,pagina_1,78
819,2023-01-01 03:06:02,pagina_2,199
728,2023-01-01 03:06:03,pagina_3,129
261,2023-01-01 03:06:04,pagina_4,156
895,2023-01-01 03:06:05,pagina_5,32
380,2023-01-01 03:06:06,pagina_6,292
609,2023-01-01 03:06:07,pagina_7,118
362,2023-01-01 03:06:08,pagina_8,44
904,2023-01-01 03:06:09,pagina_9,121
37,2023-01-01 03:06:10,pagina_0,204
158,2023-01-01 03:06:11,pagina_1,23
258,2023-01-01 03:06:12,pagina_2,224
738,2023-01-01 03:06:13,pagina_3,274
20,2023-01-01 03:06:14,pagina_4,233
771,2023-01-01 03:06:15,pagina_5,92
177,2023-01-01 03:06:16,pagina_6,280
956,2023-01-01 03:06:17,pagina_7,126
248,2023-01-01 03:06:18,pagina_8,269
613,2023-01-01 03:06:19,pagina_9,127
255,2023-01-01 03:06:20,pagina_0,260
482,2023-01-01 03:06:21,pagina_1,242
789,2023-01-01 03:06:22,pagina_2,159
962,2023-01-01 03:06:23,pagina_3,246
786,2023-01-01 03:06:24,pagina_4,33
433,2023-01-01 03:06:25,pagina_5,103
872,2023-01-01 03:06:26,pagina_6,40
838,2023-01-01 03:06:27,pagina_7,250
307,2023-01-01 03:06:28,pagina_8,90
521,2023-01-01 03:06:29,pagina_9,150
658,2023-01-01 03:06:30,pagina_0,236
216,2023-01-01 03:06:31,pagina_1,206
708,2023-01-01 03:06:32,pagina_2,75
880,2023-01-01 03:06:33,pagina_3,59
791,2023-01-01 03:06:34,pagina_4,209
25,2023-01-01 03:06:35,pagina_5,180
34,2023-01-01 03:06:36,pagina_6,228
781,2023-01-01 03:06:37,pagina_7,272
33,2023-01-01 03:06:38,pagina_8,220
978,2023-01-01 03:06:39,pagina_9,54
969,2023-01-01 03:06:40,pagina_0,164
750,2023-01-01 03:06:41,pagina_1,182
973,2023-01-01 03:06:42,pagina_2,186
908,2023-01-01 03:06:43,pagina_3,294
716,2023-01-01 03:06:44,pagina_4,178
535,2023-01-01 03:06:45,pagina_5,291
44,2023-01-01 03:06:46,pagina_6,236
103,2023-01-01 03:06:47,pagina_7,254
53,2023-01-01 03:06:48,pagina_8,46
964,2023-01-01 03:06:49,pagina_9,282
964,2023-01-01 03:06:50,pagina_0,267
582,2023-01-01 03:06:51,pagina_1,101
876,2023-01-01 03:06:52,pagina_2,248
509,2023-01-01 03:06:53,pagina_3,98
592,2023-01-01 03:06:54,pagina_4,234
343,2023-01-01 03:06:55,pagina_5,74
512,2023-01-01 03:06:56,pagina_6,57
713,2023-01-01 03:06:57,pagina_7,45
866,2023-01-01 03:06:58,pagina_8,80
333,2023-01-01 03:06:59,pagina_9,172
900,2023-01-01 03:07:00,pagina_0,191
433,2023-01-01 03:07:01,pagina_1,169
279,2023-01-01 03:07:02,pagina_2,155
202,2023-01-01 03:07:03,pagina_3,90
604,2023-01-01 03:07:04,pagina_4,62
758,2023-01-01 03:07:05,pagina_5,167
854,2023-01-01 03:07:06,pagina_6,184
827,2023-01-01 03:07:07,pagina_7,63
406,2023-01-01 03:07:08,pagina_8,60
188,2023-01-01 03:07:09,pagina_9,248
284,2023-01-01 03:07:10,pagina_0,126
570,2023-01-01 03:07:11,pagina_1,102
652,2023-01-01 03:07:12,pagina_2,237
713,2023-01-01 03:07:13,pagina_3,53
439,2023-01-01 03:07:14,pagina_4,123
87,2023-01-01 03:07:15,pagina_5,76
998,2023-01-01 03:07:16,pagina_6,134
358,2023-01-01 03:07:17,pagina_7,238
843,2023-01-01 03:07:18,pagina_8,13
372,2023-01-01 03:07:19,pagina_9,261
229,2023-01-01 03:07:20,pagina_0,139
213,2023-01-01 03:07:21,pagina_1,224
663,2023-01-01 03:07:22,pagina_2,185
320,2023-01-01 03:07:23,pagina_3,144
578,2023-01-01 03:07:24,pagina_4,17
34,2023-01-01 03:07:25,pagina_5,73
854,2023-01-01 03:07:26,pagina_6,55
930,2023-01-01 03:07:27,pagina_7,252
671,2023-01-01 03:07:28,pagina_8,247
664,2023-01-01 03:07:29,pagina_9,68
967,2023-01-01 03:07:30,pagina_0,191
205,2023-01-01 03:07:31,pagina_1,268
258,2023-01-01 03:07:32,pagina_2,111
271,2023-01-01 03:07:33,pagina_3,161
525,2023-01-01 03:07:34,pagina_4,21
901,2023-01-01 03:07:35,pagina_5,47
284,2023-01-01 03:07:36,pagina_6,63
307,2023-01-01 03:07:37,pagina_7,33
581,2023-01-01 03:07:38,pagina_8,242
922,2023-01-01 03:07:39,pagina_9,60
235,2023-01-01 03:07:40,pagina_0,127
713,2023-01-01 03:07:41,pagina_1,22
540,2023-01-01 03:07:42,pagina_2,294
809,2023-01-01 03:07:43,pagina_3,75
344,2023-01-01 03:07:44,pagina_4,47
47,2023-01-01 03:07:45,pagina_5,154
354,2023-01-01 03:07:46,pagina_6,94
43,2023-01-01 03:07:47,pagina_7,127
594,2023-01-01 03:07:48,pagina_8,111
59,2023-01-01 03:07:49,pagina_9,230
91,2023-01-01 03:07:50,pagina_0,54
486,2023-01-01 03:07:51,pagina_1,219
492,2023-01-01 03:07:52,pagina_2,97
17,2023-01-01 03:07:53,pagina_3,197
231,2023-01-01 03:07:54,pagina_4,44
662,2023-01-01 03:07:55,pagina_5,77
660,2023-01-01 03:07:56,pagina_6,120
926,2023-01-01 03:07:57,pagina_7,243
535,2023-01-01 03:07:58,pagina_8,150
116,2023-01-01 03:07:59,pagina_9,99
91,2023-01-01 03:08:00,pagina_0,260
914,2023-01-01 03:08:01,pagina_1,115
670,2023-01-01 03:08:02,pagina_2,74
81,2023-01-01 03:08:03,pagina_3,124
40,2023-01-01 03:08:04,pagina_4,103
741,2023-01-01 03:08:05,pagina_5,62
871,2023-01-01 03:08:06,pagina_6,34
167,2023-01-01 03:08:07,pagina_7,198
902,2023-01-01 03:08:08,pagina_8,280
850,2023-01-01 03:08:09,pagina_9,54
392,2023-01-01 03:08:10,pagina_0,264
794,2023-01-01 03:08:11,pagina_1,254
490,2023-01-01 03:08:12,pagina_2,247
352,2023-01-01 03:08:13,pagina_3,68
144,2023-01-01 03:08:14,pagina_4,113
37,2023-01-01 03:08:15,pagina_5,247
86,2023-01-01 03:08:16,pagina_6,13
528,2023-01-01 03:08:17,pagina_7,274
529,2023-01-01 03:08:18,pagina_8,218
160,2023-01-01 03:08:19,pagina_9,41
183,2023-01-01 03:08:20,pagina_0,215
407,2023-01-01 03:08:21,pagina_1,217
701,2023-01-01 03:08:22,pagina_2,47
677,2023-01-01 03:08:23,pagina_3,98
628,2023-01-01 03:08:24,pagina_4,229
908,2023-01-01 03:08:25,pagina_5,224
336,2023-01-01 03:08:26,pagina_6,239
307,2023-01-01 03:08:27,pagina_7,296
948,2023-01-01 03:08:28,pagina_8,115
576,2023-01-01 03:08:29,pagina_9,258
124,2023-01-01 03:08:30,pagina_0,123
880,2023-01-01 03:08:31,pagina_1,293
801,2023-01-01 03:08:32,pagina_2,214
714,2023-01-01 03:08:33,pagina_3,28
946,2023-01-01 03:08:34,pagina_4,137
214,2023-01-01 03:08:35,pagina_5,79
976,2023-01-01 03:08:36,pagina_6,32
843,2023-01-01 03:08:37,pagina_7,112
201,2023-01-01 03:08:38,pagina_8,23
875,2023-01-01 03:08:39,pagina_9,267
307,2023-01-01 03:08:40,pagina_0,127
991,2023-01-01 03:08:41,pagina_1,57
225,2023-01-01 03:08:42,pagina_2,66
430,2023-01-01 03:08:43,pagina_3,59
578,2023-01-01 03:08:44,pagina_4,38
76,2023-01-01 03:08:45,pagina_5,197
881,2023-01-01 03:08:46,pagina_6,104
263,2023-01-01 03:08:47,pagina_7,236
577,2023-01-01 03:08:48,pagina_8,85
453,2023-01-01 03:08:49,pagina_9,245
449,2023-01-01 03:08:50,pagina_0,37
352,2023-01-01 03:08:51,pagina_1,167
879,2023-01-01 03:08:52,pagina_2,43
182,2023-01-01 03:08:53,pagina_3,134
740,2023-01-01 03:08:54,pagina_4,170
343,2023-01-01 03:08:55,pagina_5,269
215,2023-01-01 03:08:56,pagina_6,19
771,2023-01-01 03:08:57,pagina_7,108
71,2023-01-01 03:08:58,pagina_8,292
462,2023-01-01 03:08:59,pagina_9,106
30,2023-01-01 03:09:00,pagina_0,247
